"Provided by yucezhe.com. Please contact WeChat:yucezhekefu, QQ:2023046319 or contact@yucezhe.com if you have any question."
candle_begin_time,open,high,low,close,volume
2018-03-16 00:00:00,5.1079,5.1317,5.1079,5.13,4134.64488426
2018-03-16 00:01:00,5.13,5.1332,5.1194,5.1332,5788.96832916
2018-03-16 00:02:00,5.1358,5.1359,5.1347,5.1347,913.48690186
2018-03-16 00:03:00,5.1336,5.1336,5.1336,5.1336,37.311729
2018-03-16 00:04:00,5.137,5.1425,5.1341,5.1425,467.56649901
2018-03-16 00:05:00,5.1411,5.15,5.1391,5.15,829.07428119
2018-03-16 00:06:00,5.15,5.1538,5.148,5.148,939.88313603
2018-03-16 00:08:00,5.1494,5.1505,5.1494,5.1505,44.46141357
2018-03-16 00:09:00,5.1468,5.1468,5.131,5.1445,4331.51308806
2018-03-16 00:10:00,5.1365,5.1365,5.1365,5.1365,74.663
2018-03-16 00:11:00,5.1378,5.1378,5.1374,5.1374,35.2808
2018-03-16 00:12:00,5.139,5.139,5.139,5.139,23.87278914
2018-03-16 00:13:00,5.139,5.139,5.126,5.1262,2941.18607648
2018-03-16 00:14:00,5.1307,5.1307,5.1307,5.1307,46.4172
2018-03-16 00:15:00,5.1231,5.1231,5.1061,5.1061,4821.09756686
2018-03-16 00:16:00,5.1172,5.1172,5.0951,5.1095,8530.54007014
2018-03-16 00:17:00,5.1132,5.1162,5.1105,5.1162,922.24737552
2018-03-16 00:18:00,5.1193,5.1193,5.1193,5.1193,306.2706
2018-03-16 00:19:00,5.1264,5.1285,5.1264,5.1275,569.77664162
2018-03-16 00:20:00,5.1272,5.1272,5.1272,5.1272,152.12739
2018-03-16 00:21:00,5.1283,5.1341,5.1283,5.1341,260.56118462
2018-03-16 00:22:00,5.1341,5.1374,5.1341,5.1374,289.73234547
2018-03-16 00:23:00,5.1389,5.1389,5.1389,5.1389,168.82543371
2018-03-16 00:24:00,5.1388,5.1434,5.1388,5.1434,213.8369
2018-03-16 00:25:00,5.144,5.1443,5.1439,5.1443,714.13305013
2018-03-16 00:26:00,5.1536,5.163,5.1536,5.163,4864.68146861
2018-03-16 00:27:00,5.1629,5.1629,5.1465,5.1564,2070.84011448
2018-03-16 00:28:00,5.1575,5.1575,5.1489,5.1575,926.4302712
2018-03-16 00:29:00,5.1519,5.1519,5.1487,5.1487,554.0
2018-03-16 00:30:00,5.1528,5.1553,5.1528,5.1553,331.40658538
2018-03-16 00:31:00,5.1575,5.1641,5.1563,5.1641,2698.67900111
2018-03-16 00:32:00,5.1641,5.1641,5.1628,5.1628,749.4098557
2018-03-16 00:33:00,5.1628,5.1737,5.1628,5.1737,398.034
2018-03-16 00:34:00,5.1698,5.179,5.1698,5.1699,1161.44
2018-03-16 00:35:00,5.1664,5.1687,5.1664,5.1666,882.718
2018-03-16 00:36:00,5.168,5.1681,5.168,5.168,110.594
2018-03-16 00:38:00,5.165,5.165,5.16,5.16,519.21217039
2018-03-16 00:39:00,5.1468,5.1468,5.1154,5.1154,5395.97883727
2018-03-16 00:40:00,5.1153,5.1178,5.084,5.0968,5160.73013621
2018-03-16 00:41:00,5.094,5.1,5.065,5.0855,10373.42511602
2018-03-16 00:43:00,5.0835,5.0875,5.0835,5.0875,991.42929917
2018-03-16 00:44:00,5.089,5.0976,5.089,5.097,739.03589
2018-03-16 00:45:00,5.0968,5.1,5.0968,5.1,2617.23737918
2018-03-16 00:46:00,5.1066,5.1066,5.0862,5.0862,1855.12293285
2018-03-16 00:47:00,5.0804,5.0804,5.0442,5.0459,18850.12620267
2018-03-16 00:48:00,5.0491,5.0607,5.0472,5.06,3140.12503646
2018-03-16 00:49:00,5.0599,5.0599,5.0408,5.0408,2234.48357428
2018-03-16 00:50:00,5.0408,5.0408,5.0143,5.0303,7779.19048985
2018-03-16 00:51:00,5.02,5.0355,5.0,5.0354,9252.13931085
2018-03-16 00:52:00,5.0354,5.0417,5.0234,5.0234,1813.47018513
2018-03-16 00:53:00,5.0244,5.0244,5.0233,5.0233,1000.0
2018-03-16 00:54:00,5.025,5.025,5.0104,5.0104,1809.45550389
2018-03-16 00:55:00,5.0103,5.0218,5.0075,5.0218,1137.85018
2018-03-16 00:56:00,5.019,5.019,5.0185,5.0188,1890.1289428
2018-03-16 00:58:00,5.0307,5.0307,5.0169,5.0169,81.68996605
2018-03-16 00:59:00,5.0354,5.0362,5.0204,5.0208,3537.10935013
2018-03-16 01:00:00,5.0341,5.0398,5.0221,5.0274,3978.86363264
2018-03-16 01:01:00,5.0362,5.0365,5.0362,5.0365,35.0
2018-03-16 01:02:00,5.0365,5.0365,5.0364,5.0364,472.86
2018-03-16 01:03:00,5.0253,5.0255,5.0105,5.0164,4796.10641036
2018-03-16 01:04:00,5.0146,5.0268,5.0046,5.0268,5459.47969623
2018-03-16 01:05:00,5.0243,5.0243,5.0106,5.0108,728.47960262
2018-03-16 01:06:00,5.0108,5.013,5.0073,5.013,48.081175
2018-03-16 01:07:00,5.0064,5.0256,5.0064,5.0256,6803.39327076
2018-03-16 01:08:00,5.0278,5.0278,5.0176,5.0255,465.55763976
2018-03-16 01:09:00,5.0312,5.0312,5.0309,5.0309,437.45721791
2018-03-16 01:11:00,5.0261,5.0327,5.0261,5.0327,346.4560006
2018-03-16 01:12:00,5.0368,5.0393,5.0197,5.0197,762.39024355
2018-03-16 01:13:00,5.0313,5.0346,5.0313,5.0346,161.283455
2018-03-16 01:14:00,5.0224,5.0224,5.0224,5.0224,98.0046318
2018-03-16 01:15:00,5.0289,5.0346,5.0289,5.0346,402.0
2018-03-16 01:17:00,5.0192,5.0192,5.0111,5.0111,789.58529068
2018-03-16 01:18:00,5.0111,5.0235,5.0057,5.0139,1573.68204588
2018-03-16 01:20:00,5.007,5.0071,4.9996,4.9996,5201.63919263
2018-03-16 01:21:00,4.9996,4.9996,4.9985,4.9986,617.71037918
2018-03-16 01:22:00,4.9966,4.9984,4.9682,4.9769,8908.25036761
2018-03-16 01:23:00,4.9764,5.0041,4.9749,5.0039,18346.75127025
2018-03-16 01:24:00,4.9969,4.9969,4.978,4.978,1815.799298
2018-03-16 01:25:00,4.9917,4.992,4.9718,4.9782,4116.90895605
2018-03-16 01:26:00,4.985,4.987,4.9686,4.9817,991.926174
2018-03-16 01:27:00,4.9809,4.9899,4.967,4.9898,10883.96442008
2018-03-16 01:28:00,4.9898,4.997,4.9859,4.997,1678.57089671
2018-03-16 01:29:00,4.9786,4.9867,4.9711,4.9711,565.113275
2018-03-16 01:30:00,4.9846,4.9849,4.9738,4.9738,2263.469433
2018-03-16 01:31:00,4.9711,4.9805,4.9678,4.9805,3412.32549246
2018-03-16 01:32:00,4.9847,4.9858,4.9793,4.9794,2663.65409144
2018-03-16 01:33:00,4.98,4.9833,4.9742,4.9742,901.84562031
2018-03-16 01:34:00,4.9819,4.9819,4.9807,4.9807,297.0
2018-03-16 01:35:00,4.9798,4.9926,4.9798,4.9926,1763.12391999
2018-03-16 01:37:00,4.9805,4.9841,4.965,4.9722,2646.43216744
2018-03-16 01:38:00,4.969,4.9786,4.966,4.9786,6768.19
2018-03-16 01:39:00,4.9722,4.9722,4.9721,4.9721,60.0
2018-03-16 01:41:00,4.9684,4.9807,4.9684,4.97,1648.24284701
2018-03-16 01:43:00,4.9658,4.9658,4.9622,4.9622,900.0
2018-03-16 01:44:00,4.9617,4.9745,4.9617,4.9745,339.96
2018-03-16 01:45:00,4.9714,4.9785,4.9714,4.9785,3899.267512
2018-03-16 01:47:00,4.9668,4.9668,4.9641,4.9641,788.67105764
2018-03-16 01:48:00,4.9598,4.9598,4.9056,4.9056,29644.43328114
2018-03-16 01:49:00,4.9156,4.9306,4.8764,4.8806,26982.33296848
2018-03-16 01:50:00,4.8793,4.8879,4.8516,4.8842,12059.14071469
2018-03-16 01:51:00,4.8957,4.9011,4.878,4.878,5559.64246139
2018-03-16 01:52:00,4.8717,4.8938,4.8717,4.8938,2981.69968778
2018-03-16 01:53:00,4.8944,4.8944,4.8938,4.8939,600.93100698
2018-03-16 01:54:00,4.893,4.8939,4.8803,4.8828,2926.00301052
2018-03-16 01:55:00,4.8825,4.8953,4.8821,4.8952,1623.8084746
2018-03-16 01:56:00,4.8952,4.8952,4.8777,4.8891,3528.843541
