Provided by yucezhe.com. Please contact QQ:2023046319 or contact@yucezhe.com if you have any question.
candle_begin_time,open,high,low,close,volume
2017-09-01 00:00:00,1.3402,1.3438,1.34,1.34,3520.82246783
2017-09-01 00:01:00,1.34,1.3401,1.34,1.34,1675.5329000000002
2017-09-01 00:02:00,1.34,1.3401,1.34,1.34,350.0
2017-09-01 00:03:00,1.3401,1.3401,1.34,1.34,296.52106262
2017-09-01 00:04:00,1.34,1.34,1.3254,1.3318,1306.6051018800001
2017-09-01 00:05:00,1.3432,1.3432,1.3351,1.3351,160.0
2017-09-01 00:06:00,1.3304,1.3304,1.3304,1.3304,40.530701189999995
2017-09-01 00:07:00,1.3322,1.3322,1.3322,1.3322,0.04380049
2017-09-01 00:08:00,1.3433,1.345,1.3392,1.345,9359.98581103
2017-09-01 00:09:00,1.345,1.3463,1.345,1.3461,1464.47684036
2017-09-01 00:10:00,1.345,1.3461,1.345,1.345,3197.66488621
2017-09-01 00:11:00,1.345,1.345,1.345,1.345,232.06
2017-09-01 00:12:00,1.3451,1.3451,1.345,1.3451,1000.0
2017-09-01 00:13:00,1.345,1.345,1.345,1.345,35.09106856
2017-09-01 00:14:00,1.345,1.345,1.345,1.345,1028.1247576600001
2017-09-01 00:15:00,1.345,1.3498,1.345,1.3473,6100.572804019999
2017-09-01 00:16:00,1.3451,1.3479,1.3451,1.3451,248.88190202
2017-09-01 00:17:00,1.3461,1.3461,1.3451,1.3451,318.6966
2017-09-01 00:18:00,1.3451,1.3451,1.3451,1.3451,323.0
2017-09-01 00:21:00,1.3451,1.349,1.345,1.349,13233.578416999999
2017-09-01 00:22:00,1.345,1.348,1.345,1.345,4000.0200000000004
2017-09-01 00:26:00,1.345,1.345,1.345,1.345,391.32167
2017-09-01 00:27:00,1.3451,1.3451,1.345,1.3451,5520.612671
2017-09-01 00:28:00,1.345,1.345,1.345,1.345,3400.0
2017-09-01 00:29:00,1.345,1.345,1.345,1.345,5773.08261508
2017-09-01 00:30:00,1.345,1.345,1.345,1.345,2303.21892446
2017-09-01 00:31:00,1.3347,1.3383,1.3347,1.3383,200.0
2017-09-01 00:32:00,1.3426,1.3426,1.3426,1.3426,100.0
2017-09-01 00:34:00,1.34,1.34,1.34,1.34,39.99840062
2017-09-01 00:35:00,1.3424,1.3424,1.3424,1.3424,5.0
2017-09-01 00:36:00,1.3423,1.3423,1.3423,1.3423,1.0
2017-09-01 00:37:00,1.3419999999999999,1.3439,1.3419999999999999,1.3427,190.675159
2017-09-01 00:38:00,1.3419999999999999,1.3419999999999999,1.3413,1.3413,214.74047391
2017-09-01 00:39:00,1.3366,1.3367,1.3366,1.3367,173.74179999999998
2017-09-01 00:40:00,1.3419999999999999,1.3444,1.3374,1.3375,6395.299999999999
2017-09-01 00:46:00,1.337,1.337,1.3369,1.3369,565.0
2017-09-01 00:47:00,1.3341,1.337,1.3316,1.337,3346.799905
2017-09-01 00:48:00,1.3328,1.3448,1.3328,1.3419999999999999,2520.0870000000004
2017-09-01 00:49:00,1.3311,1.3326,1.3304,1.3304,44.63325304
2017-09-01 00:50:00,1.3295,1.3295,1.3295,1.3295,82.881
2017-09-01 00:52:00,1.3313,1.3315,1.3313,1.3315,73.75919
2017-09-01 00:53:00,1.3315,1.3315,1.3315,1.3315,74.648087
2017-09-01 00:54:00,1.3315,1.3315,1.3315,1.3315,1.27498
2017-09-01 00:55:00,1.3272,1.3309,1.325,1.3306,24277.016037679998
2017-09-01 00:56:00,1.33,1.33,1.33,1.33,99.53053100000001
2017-09-01 00:58:00,1.3249,1.3249,1.3162,1.3204,2644.9907919999996
2017-09-01 00:59:00,1.3249,1.3249,1.3237,1.3248,1000.0
2017-09-01 01:00:00,1.3248,1.3248,1.3248,1.3248,37.6722
2017-09-01 01:01:00,1.3203,1.3203,1.3162,1.3165,1627.0137369
2017-09-01 01:03:00,1.3198,1.32,1.315,1.3153,1485.774328
2017-09-01 01:04:00,1.32,1.32,1.32,1.32,1189.150576
2017-09-01 01:06:00,1.32,1.32,1.3199,1.3199,100.0
2017-09-01 01:07:00,1.3195,1.3196,1.3195,1.3196,100.0
2017-09-01 01:09:00,1.3197,1.3197,1.3197,1.3197,30.0
2017-09-01 01:11:00,1.315,1.3196,1.315,1.3196,144.43152899999995
2017-09-01 01:12:00,1.3195,1.3195,1.3195,1.3195,1765.6534815100001
2017-09-01 01:13:00,1.3195,1.3195,1.3195,1.3195,3052.1719999999996
2017-09-01 01:14:00,1.3195,1.325,1.3195,1.325,5380.82005199
2017-09-01 01:15:00,1.325,1.3259999999999998,1.325,1.3259999999999998,989.24674
2017-09-01 01:16:00,1.3259999999999998,1.327,1.325,1.327,6623.269878400001
2017-09-01 01:17:00,1.325,1.327,1.325,1.3265,1524.646
2017-09-01 01:18:00,1.3259999999999998,1.3259999999999998,1.3259999999999998,1.3259999999999998,0.07
2017-09-01 01:19:00,1.325,1.3259999999999998,1.325,1.325,3427.9204542400003
2017-09-01 01:20:00,1.3259999999999998,1.3259999999999998,1.325,1.3259999999999998,150.00003589999997
2017-09-01 01:21:00,1.3262,1.3262,1.325,1.325,3774.91138764
2017-09-01 01:22:00,1.325,1.325,1.325,1.325,18780.774005799998
2017-09-01 01:23:00,1.325,1.325,1.325,1.325,878.25
2017-09-01 01:24:00,1.325,1.325,1.325,1.325,1099.33843218
2017-09-01 01:25:00,1.325,1.328,1.325,1.3266,6682.888638000002
2017-09-01 01:26:00,1.3266,1.328,1.3266,1.3266,4133.530480710001
2017-09-01 01:27:00,1.325,1.3268,1.325,1.325,5482.127976580001
2017-09-01 01:28:00,1.325,1.325,1.325,1.325,2023.54799804
2017-09-01 01:29:00,1.325,1.325,1.3195,1.325,3750.644271
2017-09-01 01:31:00,1.3291,1.33,1.324,1.33,8483.902395990002
2017-09-01 01:32:00,1.33,1.33,1.33,1.33,1689.1659781700005
2017-09-01 01:33:00,1.3301,1.3302,1.33,1.3302,102.21591280000001
2017-09-01 01:34:00,1.3302,1.3302,1.33,1.33,531.52966
2017-09-01 01:35:00,1.33,1.3303,1.33,1.3301,1013.8989402699996
2017-09-01 01:36:00,1.3301,1.3342,1.33,1.33,3152.1843540000027
2017-09-01 01:37:00,1.3301,1.3301,1.33,1.33,4612.357494999999
2017-09-01 01:38:00,1.33,1.3301,1.33,1.33,3312.771
2017-09-01 01:39:00,1.33,1.331,1.33,1.33,1921.9944169999999
2017-09-01 01:40:00,1.33,1.3301,1.33,1.33,4657.263
2017-09-01 01:41:00,1.33,1.3301,1.33,1.33,7964.967023599998
2017-09-01 01:42:00,1.33,1.3301,1.33,1.33,12504.348293000001
2017-09-01 01:43:00,1.33,1.33,1.3196,1.3199,1800.64646984
2017-09-01 01:44:00,1.3195,1.3323,1.3195,1.3242,276.78926977
2017-09-01 01:45:00,1.3247,1.325,1.315,1.317,1958.3656343500002
2017-09-01 01:48:00,1.3151,1.3168,1.315,1.315,2758.1569999999997
2017-09-01 01:49:00,1.3191,1.3191,1.3191,1.3191,10.0
2017-09-01 01:50:00,1.3204,1.3204,1.3177,1.3177,2895.7443879999996
2017-09-01 01:51:00,1.3237,1.3237,1.3237,1.3237,1.0
2017-09-01 01:52:00,1.3155,1.3164,1.315,1.3164,2055.66663999
2017-09-01 01:53:00,1.3157,1.3177,1.315,1.315,1531.5410000000002
2017-09-01 01:54:00,1.315,1.3202,1.315,1.3202,921.3686236
2017-09-01 02:01:00,1.3169,1.317,1.315,1.3169,2760.467726
2017-09-01 02:05:00,1.318,1.318,1.3169,1.3169,100.0
2017-09-01 02:06:00,1.3169,1.3169,1.315,1.315,105.15598700000001
2017-09-01 02:07:00,1.3159,1.3159,1.3158,1.3158,100.0
2017-09-01 02:09:00,1.3159,1.3159,1.3158,1.3158,56.0
2017-09-01 02:10:00,1.3158,1.3159999999999998,1.315,1.3158,1004.6499839999999
2017-09-01 02:11:00,1.315,1.3159999999999998,1.315,1.3158,1113.7350000000001
2017-09-01 02:12:00,1.315,1.3159999999999998,1.315,1.315,1429.9099999999999
2017-09-01 02:13:00,1.3158,1.3158,1.3158,1.3158,8.362885
2017-09-01 02:15:00,1.315,1.315,1.315,1.315,2801.7559503599996
2017-09-01 02:16:00,1.315,1.315,1.315,1.315,1535.892
2017-09-01 02:17:00,1.3158,1.3159999999999998,1.3158,1.3159999999999998,580.0
2017-09-01 02:18:00,1.3159999999999998,1.3159999999999998,1.3159999999999998,1.3159999999999998,99.99981801
2017-09-01 02:19:00,1.3197,1.3197,1.3197,1.3197,42.324225
2017-09-01 02:23:00,1.3198,1.3198,1.3198,1.3198,2.0
2017-09-01 02:24:00,1.315,1.315,1.315,1.315,1533.0479999999998
2017-09-01 02:25:00,1.315,1.315,1.315,1.315,98.1181
2017-09-01 02:26:00,1.315,1.315,1.315,1.315,33.247127
2017-09-01 02:28:00,1.3161,1.3161,1.315,1.3159999999999998,1543.7487
2017-09-01 02:29:00,1.315,1.3151,1.315,1.3151,4000.0
2017-09-01 02:31:00,1.3195,1.3195,1.3195,1.3195,2.128
2017-09-01 02:32:00,1.315,1.3154,1.315,1.3151,7999.999999999999
2017-09-01 02:33:00,1.3199,1.3239,1.3153,1.3154,5010.0
2017-09-01 02:34:00,1.3154,1.3154,1.3154,1.3154,0.98
2017-09-01 02:35:00,1.3162,1.3162,1.3159999999999998,1.3159999999999998,584.27701607
2017-09-01 02:37:00,1.315,1.315,1.315,1.315,1425.72298393
2017-09-01 02:38:00,1.3246,1.3247,1.3242,1.3243,11272.93433405
2017-09-01 02:40:00,1.3167,1.3168,1.315,1.315,2000.0
2017-09-01 02:43:00,1.3226,1.3230000000000002,1.3154,1.3154,5174.61717482
2017-09-01 02:44:00,1.3233,1.3255,1.3164,1.3164,5124.526062
2017-09-01 02:45:00,1.3159999999999998,1.3169,1.3156,1.3169,1531.234
2017-09-01 02:46:00,1.315,1.3153,1.315,1.3153,5000.000000000001
2017-09-01 02:47:00,1.3151,1.3197,1.315,1.3155,3095.5803950000004
2017-09-01 02:48:00,1.3184,1.3195,1.3184,1.3195,57.169916470000004
2017-09-01 02:50:00,1.3175,1.3287,1.3151,1.3176,6363.003328050006
2017-09-01 02:51:00,1.328,1.3287,1.3152,1.3153,5175.205868579998
2017-09-01 02:52:00,1.3154,1.3154,1.315,1.315,3086.026
2017-09-01 02:53:00,1.315,1.3165,1.315,1.3159999999999998,5387.610599230004
2017-09-01 02:54:00,1.315,1.3159999999999998,1.315,1.3151,4499.8858270000055
2017-09-01 02:55:00,1.3151,1.3166,1.3113,1.3166,1985.72626925
2017-09-01 02:56:00,1.3166,1.3166,1.3159999999999998,1.3159999999999998,27.63999999000002
2017-09-01 02:57:00,1.3130000000000002,1.32,1.3118,1.3168,5880.50364856
2017-09-01 02:58:00,1.32,1.321,1.32,1.321,3148.88688465
2017-09-01 02:59:00,1.3208,1.3219,1.32,1.32,19108.233193
2017-09-01 03:00:00,1.32,1.3201,1.32,1.32,6438.331
2017-09-01 03:01:00,1.3201,1.3219,1.32,1.3201,3373.9693399999996
2017-09-01 03:02:00,1.3203,1.3235,1.32,1.32,3550.573999999999
2017-09-01 03:03:00,1.3201,1.3203,1.32,1.32,3054.777000000001
2017-09-01 03:04:00,1.3203,1.3230000000000002,1.32,1.3230000000000002,12098.603534200003
2017-09-01 03:05:00,1.3231,1.3231,1.3230000000000002,1.3230000000000002,2.7699999999999996
2017-09-01 03:06:00,1.3230000000000002,1.3232,1.3230000000000002,1.3230000000000002,3169.8940000000002
2017-09-01 03:07:00,1.3232,1.3232,1.32,1.3201,2745.0350000000058
2017-09-01 03:08:00,1.32,1.3232,1.32,1.3232,1546.089
2017-09-01 03:09:00,1.3234,1.3235,1.32,1.3235,1538.6000000000001
2017-09-01 03:10:00,1.3235,1.3235,1.32,1.3235,1.0600000000000005
2017-09-01 03:11:00,1.3235,1.3235,1.3235,1.3235,0.04
2017-09-01 03:13:00,1.32,1.3202,1.32,1.3202,0.14
2017-09-01 03:14:00,1.3202,1.3202,1.3201,1.3201,215.14
2017-09-01 03:16:00,1.3234,1.324,1.3201,1.3201,45.549467
2017-09-01 03:17:00,1.3209,1.3209,1.32,1.3201,204.6
2017-09-01 03:18:00,1.32,1.3201,1.32,1.32,159.151
2017-09-01 03:19:00,1.32,1.3202,1.32,1.3201,246.64
2017-09-01 03:20:00,1.3201,1.3204,1.32,1.3204,1571.281
2017-09-01 03:21:00,1.32,1.3201,1.32,1.3201,0.302
2017-09-01 03:22:00,1.3201,1.3201,1.32,1.32,5.145
2017-09-01 03:23:00,1.32,1.3219,1.32,1.3219,0.36100000000000004
2017-09-01 03:24:00,1.3219999999999998,1.3219999999999998,1.3219999999999998,1.3219999999999998,0.01
2017-09-01 03:26:00,1.32,1.32,1.32,1.32,39.900000000000006
2017-09-01 03:28:00,1.325,1.3251,1.3218,1.325,5858.07087608
2017-09-01 03:29:00,1.325,1.325,1.325,1.325,4580.48797344
2017-09-01 03:30:00,1.325,1.329,1.325,1.325,2860.71841803
2017-09-01 03:31:00,1.325,1.3287,1.325,1.3255,340.2665851699999
2017-09-01 03:32:00,1.327,1.328,1.325,1.328,1825.0529999999999
2017-09-01 03:33:00,1.328,1.328,1.325,1.325,98.122612
2017-09-01 03:34:00,1.325,1.334,1.325,1.3305,7810.693505010003
2017-09-01 03:35:00,1.3251,1.3261,1.3251,1.3254,36.121497
2017-09-01 03:36:00,1.3254,1.3254,1.3254,1.3254,7.84850501
2017-09-01 03:40:00,1.3263,1.3263,1.325,1.3262,1519.2920000000001
2017-09-01 03:41:00,1.327,1.327,1.327,1.327,3.25
2017-09-01 03:42:00,1.3265,1.3285,1.325,1.327,1529.4189999999999
2017-09-01 03:43:00,1.3285,1.3285,1.325,1.3285,3048.048
2017-09-01 03:44:00,1.329,1.329,1.325,1.3285,3051.888
2017-09-01 03:45:00,1.3285,1.3285,1.325,1.325,3515.61223167
2017-09-01 03:46:00,1.3294,1.3309,1.329,1.3293,459.303552
2017-09-01 03:47:00,1.3285,1.3285,1.325,1.325,1626.5040000000001
2017-09-01 03:48:00,1.325,1.327,1.325,1.327,3046.6659999999997
2017-09-01 03:49:00,1.33,1.3307,1.325,1.325,3147.235999999999
2017-09-01 03:50:00,1.325,1.325,1.325,1.325,1519.371
2017-09-01 03:52:00,1.327,1.33,1.327,1.328,3049.065
2017-09-01 03:54:00,1.3297,1.3297,1.3297,1.3297,7.0
2017-09-01 03:56:00,1.3307,1.3307,1.327,1.327,1919.4458180000001
2017-09-01 03:57:00,1.327,1.327,1.327,1.327,50.0
2017-09-01 03:58:00,1.327,1.3306,1.325,1.325,3242.4396800000004
2017-09-01 03:59:00,1.327,1.327,1.327,1.327,445.35
2017-09-01 04:00:00,1.3271,1.3306,1.327,1.327,3041.01680701
2017-09-01 04:01:00,1.327,1.327,1.325,1.3269,1517.528
2017-09-01 04:02:00,1.3281,1.3281,1.3281,1.3281,4.729934
