"Provided by yucezhe.com. Please contact WeChat:yucezhekefu, QQ:2023046319 or contact@yucezhe.com if you have any question."
candle_begin_time,open,high,low,close,volume
2018-03-20 00:00:00,6.179,6.179,6.0916,6.1277,38605.31911709
2018-03-20 00:01:00,6.1087,6.1276,6.0608,6.0798,21121.8143422
2018-03-20 00:02:00,6.0784,6.08,5.99,5.995,32587.52989839
2018-03-20 00:03:00,5.9901,5.9901,5.9226,5.9889,23539.11051871
2018-03-20 00:04:00,5.9893,6.0367,5.9629,6.0243,76279.19758761
2018-03-20 00:05:00,6.0242,6.034,5.971,5.9766,58772.80481538
2018-03-20 00:06:00,5.9766,6.013,5.931,5.968,50199.74126199
2018-03-20 00:07:00,5.9681,5.9917,5.966,5.9791,6751.07106341
2018-03-20 00:08:00,5.9789,5.9808,5.9632,5.9774,4903.43403245
2018-03-20 00:09:00,5.9774,6.021,5.9721,6.0049,30498.91031977
2018-03-20 00:10:00,6.0049,6.027,5.9963,6.0,53886.74108049
2018-03-20 00:11:00,6.0,6.0385,5.9887,6.0259,30312.26549264
2018-03-20 00:12:00,6.0259,6.0441,6.0026,6.0334,12116.57356865
2018-03-20 00:13:00,6.0429,6.0459,6.0282,6.0282,4009.56647118
2018-03-20 00:14:00,6.0255,6.0445,6.0,6.014,24577.85912985
2018-03-20 00:15:00,6.014,6.018,5.99,5.99,9293.72122396
2018-03-20 00:16:00,5.9952,6.01,5.949,5.9787,30660.6038458
2018-03-20 00:17:00,5.9786,5.9856,5.9715,5.9853,5110.67379021
2018-03-20 00:18:00,5.9812,5.992,5.9741,5.9778,8056.73266457
2018-03-20 00:19:00,5.9779,5.9977,5.9779,5.995,3187.21937286
2018-03-20 00:20:00,5.989,5.994,5.98,5.9869,4788.67174572
2018-03-20 00:21:00,5.9869,5.9869,5.9592,5.97,10903.95828796
2018-03-20 00:22:00,5.9675,5.9675,5.9451,5.9451,16843.17850381
2018-03-20 00:23:00,5.95,5.9749,5.881,5.9485,46598.91027058
2018-03-20 00:24:00,5.9643,5.9711,5.958,5.96,4287.79223736
2018-03-20 00:25:00,5.9709,5.981,5.96,5.981,6032.65455812
2018-03-20 00:26:00,5.9716,5.9746,5.9538,5.954,2087.81150839
2018-03-20 00:27:00,5.954,5.96,5.954,5.958,1072.17937524
2018-03-20 00:28:00,5.955,5.9674,5.9516,5.9573,277.12292471
2018-03-20 00:29:00,5.9722,5.9815,5.9611,5.9611,1039.8465729
2018-03-20 00:30:00,5.9799,6.0187,5.9799,5.9816,44406.557986
2018-03-20 00:31:00,6.002,6.02,5.95,5.9953,87855.54668824
2018-03-20 00:32:00,5.9953,6.06,5.986,6.06,18960.59437396
2018-03-20 00:33:00,6.045,6.06,6.0282,6.0413,9295.97246046
2018-03-20 00:34:00,6.0402,6.0529,6.0371,6.0487,9893.60633882
2018-03-20 00:35:00,6.0487,6.0778,6.0487,6.0778,17936.8049976
2018-03-20 00:36:00,6.0789,6.0909,6.0699,6.0909,2997.46772306
2018-03-20 00:37:00,6.0894,6.128,6.0801,6.128,18842.03840433
2018-03-20 00:38:00,6.1286,6.1988,6.1281,6.1859,27688.61154053
2018-03-20 00:39:00,6.1857,6.2479,6.1792,6.1792,48091.35177848
2018-03-20 00:40:00,6.1912,6.1999,6.097,6.1011,86012.8128827
2018-03-20 00:41:00,6.1011,6.1378,6.04,6.0401,72481.25806683
2018-03-20 00:42:00,6.0561,6.091,6.0145,6.0601,99515.37325455
2018-03-20 00:43:00,6.0615,6.072,6.0221,6.058,59500.47224281
2018-03-20 00:44:00,6.0388,6.0527,5.988,6.0007,57499.12823565
2018-03-20 00:45:00,6.0199,6.0272,5.9966,6.0189,5046.76853354
2018-03-20 00:46:00,6.0147,6.0555,6.0093,6.0503,6137.52599427
2018-03-20 00:47:00,6.0539,6.07,6.0481,6.065,5786.49310185
2018-03-20 00:48:00,6.0563,6.081,6.0563,6.0779,8793.21377403
2018-03-20 00:49:00,6.0707,6.098,6.0707,6.0823,4464.70698207
2018-03-20 00:50:00,6.092,6.092,5.9999,5.9999,126844.485792
2018-03-20 00:51:00,6.0197,6.08,5.9872,6.0558,76015.39040079
2018-03-20 00:52:00,6.0557,6.0557,6.0284,6.039,2927.99557371
2018-03-20 00:53:00,6.0389,6.0798,6.0389,6.0798,2073.69022001
2018-03-20 00:54:00,6.054,6.0872,6.0516,6.063,26228.09868884
2018-03-20 00:55:00,6.0853,6.1001,6.063,6.0654,18251.89156004
2018-03-20 00:56:00,6.067,6.067,6.06,6.06,2006.76652542
2018-03-20 00:57:00,6.06,6.0609,6.0442,6.052,2781.47728781
2018-03-20 00:58:00,6.06,6.07,6.06,6.07,1332.85822329
2018-03-20 00:59:00,6.0785,6.114,6.0761,6.0761,25104.0540631
2018-03-20 01:00:00,6.0763,6.0995,6.0762,6.0995,1955.12844
2018-03-20 01:01:00,6.0915,6.1,6.0901,6.1,2156.25422752
2018-03-20 01:02:00,6.1,6.14,6.1,6.1323,43475.06783824
2018-03-20 01:03:00,6.1309,6.1745,6.1295,6.1594,69539.48018823
2018-03-20 01:04:00,6.1594,6.174,6.1493,6.1599,7821.33697703
2018-03-20 01:05:00,6.1502,6.1736,6.15,6.1521,6521.91255738
2018-03-20 01:06:00,6.1615,6.1615,6.145,6.15,4579.39036827
2018-03-20 01:07:00,6.154,6.155,6.142,6.142,3193.63042726
2018-03-20 01:08:00,6.145,6.1553,6.145,6.1485,508.0
2018-03-20 01:09:00,6.15,6.1563,6.14,6.1563,2534.48099995
2018-03-20 01:10:00,6.1532,6.155,6.1532,6.155,1897.10715329
2018-03-20 01:11:00,6.155,6.1552,6.155,6.155,3375.43472058
2018-03-20 01:12:00,6.1532,6.1553,6.1532,6.1532,2021.53148032
2018-03-20 01:13:00,6.1532,6.1552,6.1,6.1,41548.28978701
