"Provided by yucezhe.com. Please contact WeChat:yucezhekefu, QQ:2023046319 or contact@yucezhe.com if you have any question."
candle_begin_time,open,high,low,close,volume
2018-03-15 00:00:00,5.2562,5.2562,5.2451,5.2451,1066.21875933
2018-03-15 00:01:00,5.2579,5.2579,5.2579,5.2579,2.004
2018-03-15 00:02:00,5.2597,5.2809,5.2597,5.28,2343.11692243
2018-03-15 00:03:00,5.2869,5.2869,5.283,5.283,326.51696224
2018-03-15 00:04:00,5.283,5.283,5.283,5.283,4000.0
2018-03-15 00:05:00,5.2839,5.2839,5.278,5.278,4.83080088
2018-03-15 00:07:00,5.2839,5.2935,5.2839,5.293,1188.155
2018-03-15 00:08:00,5.2904,5.2905,5.2866,5.2866,985.54685201
2018-03-15 00:10:00,5.2883,5.2883,5.2883,5.2883,144.69378178
2018-03-15 00:11:00,5.2999,5.309,5.2958,5.305,4974.6346
2018-03-15 00:12:00,5.305,5.305,5.2959,5.2992,3309.67194
2018-03-15 00:13:00,5.3,5.3,5.3,5.3,94.39178
2018-03-15 00:14:00,5.2999,5.304,5.2999,5.3039,743.37366474
2018-03-15 00:15:00,5.305,5.305,5.2867,5.2867,8900.7466345
2018-03-15 00:16:00,5.2851,5.2851,5.285,5.2851,519.94769632
2018-03-15 00:17:00,5.2852,5.2908,5.2724,5.288,9139.84097095
2018-03-15 00:18:00,5.289,5.289,5.2692,5.2886,5972.66201777
2018-03-15 00:19:00,5.2829,5.2829,5.2829,5.2829,26.94713653
2018-03-15 00:20:00,5.2827,5.2828,5.2757,5.2821,3570.13223
2018-03-15 00:21:00,5.278,5.279,5.2707,5.2759,1164.59186139
2018-03-15 00:22:00,5.2872,5.291,5.2804,5.2804,6702.97434845
2018-03-15 00:23:00,5.2829,5.2883,5.2817,5.282,509.47116312
2018-03-15 00:24:00,5.2818,5.2818,5.2818,5.2818,10.0
2018-03-15 00:25:00,5.2842,5.2842,5.2627,5.265,7232.16873669
2018-03-15 00:26:00,5.265,5.2727,5.2563,5.2727,810.0
2018-03-15 00:27:00,5.2608,5.268,5.2531,5.2531,2130.25508344
2018-03-15 00:28:00,5.2649,5.265,5.2393,5.2508,6728.88303563
2018-03-15 00:29:00,5.2492,5.2492,5.2148,5.2334,16319.99922001
2018-03-15 00:30:00,5.2305,5.2353,5.22,5.2353,1512.36341452
2018-03-15 00:31:00,5.24,5.24,5.24,5.24,35.07
2018-03-15 00:32:00,5.2377,5.2377,5.2166,5.2274,2535.535249
2018-03-15 00:33:00,5.2261,5.2261,5.213,5.2196,361.89907318
2018-03-15 00:34:00,5.213,5.213,5.1707,5.1957,16664.45221258
2018-03-15 00:35:00,5.1946,5.2048,5.1795,5.1907,7048.65712176
2018-03-15 00:36:00,5.1907,5.1908,5.1424,5.1424,27192.80052651
2018-03-15 00:37:00,5.1466,5.161,5.1318,5.1539,23418.07176772
2018-03-15 00:38:00,5.1411,5.1683,5.1302,5.163,24169.29154943
2018-03-15 00:39:00,5.163,5.183,5.163,5.1654,7794.98920244
2018-03-15 00:40:00,5.1655,5.1777,5.1588,5.16,10413.89232103
2018-03-15 00:41:00,5.1604,5.1652,5.1604,5.1649,281.42385
2018-03-15 00:42:00,5.1653,5.183,5.1506,5.183,14247.7938463
2018-03-15 00:43:00,5.183,5.2015,5.183,5.1876,8964.59041973
2018-03-15 00:44:00,5.1926,5.1968,5.1844,5.1844,1748.83063926
2018-03-15 00:45:00,5.1901,5.2021,5.19,5.2021,2144.95395344
2018-03-15 00:46:00,5.1928,5.1937,5.1913,5.1913,2386.19856959
2018-03-15 00:47:00,5.1973,5.1973,5.1799,5.1828,3732.86787254
2018-03-15 00:48:00,5.1835,5.1845,5.1823,5.1845,1529.44572
2018-03-15 00:49:00,5.1823,5.1823,5.17,5.1805,4064.64882
2018-03-15 00:50:00,5.1793,5.1852,5.1639,5.1767,6713.04963534
2018-03-15 00:51:00,5.1713,5.1772,5.16,5.16,4391.55648447
2018-03-15 00:52:00,5.161,5.174,5.1531,5.1625,15877.14984
2018-03-15 00:53:00,5.164,5.1708,5.154,5.156,3832.962
2018-03-15 00:54:00,5.156,5.1722,5.154,5.156,3863.08162
2018-03-15 00:55:00,5.1642,5.1666,5.1532,5.1666,4755.92619
2018-03-15 00:56:00,5.1572,5.1618,5.1366,5.142,7822.47206118
2018-03-15 00:57:00,5.1421,5.159,5.138,5.159,9736.08773603
2018-03-15 00:58:00,5.1499,5.1499,5.1354,5.1394,4542.7
2018-03-15 00:59:00,5.1339,5.1398,5.1273,5.1273,6184.65921822
2018-03-15 01:00:00,5.1327,5.1357,5.1201,5.1267,9005.10273871
2018-03-15 01:01:00,5.1355,5.1395,5.1302,5.1395,3343.4035827
2018-03-15 01:02:00,5.135,5.1351,5.132,5.132,4154.34566998
2018-03-15 01:03:00,5.1361,5.1386,5.1361,5.1386,1307.70945524
2018-03-15 01:04:00,5.143,5.1517,5.143,5.147,7397.86394737
2018-03-15 01:05:00,5.1471,5.158,5.1431,5.157,4264.87058951
2018-03-15 01:06:00,5.1589,5.161,5.1589,5.161,265.35558718
2018-03-15 01:07:00,5.1629,5.1629,5.16,5.16,1279.897
2018-03-15 01:08:00,5.164,5.166,5.1602,5.166,3135.99894192
2018-03-15 01:09:00,5.1604,5.162,5.16,5.162,1346.0
2018-03-15 01:10:00,5.1552,5.1552,5.1391,5.1436,11331.2345327
2018-03-15 01:11:00,5.1436,5.1609,5.1288,5.1429,27218.10089523
2018-03-15 01:12:00,5.1429,5.1452,5.131,5.131,1356.38724472
2018-03-15 01:13:00,5.1388,5.1389,5.1258,5.1258,1802.21
2018-03-15 01:14:00,5.1314,5.1314,5.0987,5.1093,49904.94546331
2018-03-15 01:15:00,5.1092,5.115,5.1018,5.105,17929.66180703
2018-03-15 01:16:00,5.104,5.1298,5.1011,5.1235,9879.85622967
2018-03-15 01:17:00,5.1366,5.1381,5.1313,5.1371,4999.88151978
2018-03-15 01:18:00,5.137,5.137,5.1304,5.1304,1215.08172
2018-03-15 01:19:00,5.1307,5.1424,5.1307,5.1424,1684.441
2018-03-15 01:21:00,5.1398,5.1398,5.1398,5.1398,166.0
2018-03-15 01:22:00,5.144,5.144,5.144,5.144,16.0
2018-03-15 01:23:00,5.145,5.154,5.1439,5.154,2499.472
2018-03-15 01:24:00,5.152,5.1572,5.152,5.1572,996.065
2018-03-15 01:25:00,5.1572,5.1687,5.1572,5.165,1697.98216722
2018-03-15 01:26:00,5.164,5.1687,5.164,5.168,1936.22787586
2018-03-15 01:27:00,5.167,5.1671,5.167,5.1671,407.23200351
2018-03-15 01:28:00,5.1702,5.1708,5.1701,5.1708,784.70188772
2018-03-15 01:29:00,5.1708,5.1814,5.1708,5.1814,2133.14197009
2018-03-15 01:30:00,5.1857,5.194,5.181,5.193,5496.295794
2018-03-15 01:31:00,5.193,5.2129,5.193,5.2129,5925.28419907
2018-03-15 01:32:00,5.2059,5.209,5.2028,5.2028,2284.20462447
2018-03-15 01:33:00,5.207,5.207,5.207,5.207,119.1957
2018-03-15 01:34:00,5.2013,5.207,5.2013,5.207,1535.12468
2018-03-15 01:35:00,5.2049,5.2049,5.2049,5.2049,46.0
2018-03-15 01:36:00,5.206,5.2086,5.202,5.2085,220.4774
2018-03-15 01:37:00,5.2002,5.2056,5.1991,5.1991,269.55
2018-03-15 01:38:00,5.1979,5.207,5.1894,5.2046,8542.64196
2018-03-15 01:40:00,5.2051,5.2079,5.2051,5.2063,1389.2789
2018-03-15 01:41:00,5.2084,5.2084,5.2084,5.2084,222.4728
2018-03-15 01:42:00,5.2067,5.2067,5.2041,5.2041,105.0964
2018-03-15 01:43:00,5.1966,5.1966,5.1872,5.1899,1041.81084061
2018-03-15 01:44:00,5.187,5.1897,5.187,5.1897,1005.0969
2018-03-15 01:46:00,5.1982,5.1982,5.1982,5.1982,30.3
2018-03-15 01:47:00,5.1911,5.1911,5.19,5.19,93.35105396
2018-03-15 01:48:00,5.19,5.19,5.1809,5.1809,788.62407242
2018-03-15 01:49:00,5.1809,5.1809,5.1809,5.1809,0.70189984
2018-03-15 01:50:00,5.1736,5.1758,5.1679,5.1758,398.12
2018-03-15 01:51:00,5.1701,5.1757,5.1701,5.1757,83.48
2018-03-15 01:52:00,5.166,5.1675,5.161,5.1675,266.97553
2018-03-15 01:53:00,5.1613,5.1675,5.1613,5.1673,2322.20550022
2018-03-15 01:54:00,5.169,5.1704,5.169,5.1704,114.83703
2018-03-15 01:55:00,5.1715,5.1715,5.1622,5.1622,81.25
2018-03-15 01:56:00,5.1704,5.1715,5.165,5.1715,406.32964
2018-03-15 01:57:00,5.1715,5.1715,5.1715,5.1715,263.2843026
2018-03-15 01:58:00,5.1715,5.1715,5.1715,5.1715,116.23537358
2018-03-15 01:59:00,5.1715,5.1715,5.1715,5.1715,518.34584659
2018-03-15 02:00:00,5.185,5.1854,5.1791,5.1849,848.35804
2018-03-15 02:01:00,5.1841,5.1841,5.1841,5.1841,5.1089
2018-03-15 02:02:00,5.1803,5.1803,5.1803,5.1803,2.0
2018-03-15 02:03:00,5.1803,5.1803,5.1803,5.1803,524.3155
2018-03-15 02:04:00,5.1711,5.1711,5.1711,5.1711,84.53259735
2018-03-15 02:05:00,5.1711,5.1711,5.1452,5.151,7202.06852812
2018-03-15 02:06:00,5.146,5.1477,5.1405,5.1405,4725.12056701
2018-03-15 02:07:00,5.1406,5.1416,5.1221,5.123,8467.15043534
2018-03-15 02:08:00,5.123,5.1299,5.1058,5.1181,4192.50449755
2018-03-15 02:09:00,5.1216,5.1216,5.0917,5.0932,15035.79441256
2018-03-15 02:10:00,5.0933,5.1051,5.0598,5.06,42564.40795405
2018-03-15 02:11:00,5.06,5.0604,5.037,5.0518,45565.72653663
2018-03-15 02:12:00,5.0491,5.0874,5.049,5.0874,10165.41909804
2018-03-15 02:13:00,5.0874,5.0874,5.0705,5.0811,5701.85371037
2018-03-15 02:14:00,5.0684,5.0701,5.046,5.0627,19960.27478136
2018-03-15 02:15:00,5.0619,5.0622,5.0605,5.0615,1720.9687647
2018-03-15 02:16:00,5.0615,5.0627,5.045,5.045,7270.34280015
2018-03-15 02:17:00,5.045,5.0458,5.0041,5.0045,54328.01500156
2018-03-15 02:18:00,5.0045,5.0045,4.9804,4.9882,34589.11911465
2018-03-15 02:19:00,4.9826,5.0078,4.9727,4.9727,35783.58151046
2018-03-15 02:20:00,4.9726,4.9989,4.9726,4.996,7232.67358593
2018-03-15 02:21:00,4.9957,5.0056,4.9822,5.0,20155.89166472
2018-03-15 02:22:00,5.0,5.0241,5.0,5.0039,20182.57474182
2018-03-15 02:23:00,5.0135,5.03,4.9943,5.0097,9787.32781561
2018-03-15 02:24:00,4.9956,5.0115,4.9937,5.0115,7965.91855578
2018-03-15 02:25:00,5.0013,5.0134,4.9898,5.0133,10243.86577784
2018-03-15 02:26:00,5.0141,5.0172,4.984,4.9998,4694.5868817
2018-03-15 02:27:00,4.9999,4.9999,4.9753,4.9897,12632.95248692
2018-03-15 02:28:00,4.9883,4.9883,4.9552,4.9559,19110.60126893
2018-03-15 02:29:00,4.9554,4.964,4.9204,4.9244,49773.46483841
2018-03-15 02:30:00,4.9244,4.9685,4.9184,4.9618,42713.45587202
2018-03-15 02:31:00,4.9619,4.97,4.9571,4.9688,11207.07519652
2018-03-15 02:32:00,4.9688,4.97,4.9499,4.9598,10324.9155
2018-03-15 02:33:00,4.9599,4.96,4.9,4.9316,93152.04906881
2018-03-15 02:34:00,4.9316,4.9699,4.9079,4.9699,18627.96805808
2018-03-15 02:35:00,4.9699,4.97,4.963,4.97,7910.26856242
2018-03-15 02:36:00,4.97,4.97,4.9575,4.9604,4616.4215662
2018-03-15 02:37:00,4.9604,4.9719,4.9536,4.9719,16732.7642659
2018-03-15 02:38:00,4.9648,4.9733,4.9648,4.9733,783.659486
2018-03-15 02:39:00,4.9672,4.9727,4.9572,4.9572,1635.80064606
2018-03-15 02:40:00,4.9547,4.9547,4.9444,4.9444,3584.28853679
2018-03-15 02:41:00,4.9528,4.9529,4.9257,4.943,17592.00442372
2018-03-15 02:42:00,4.9434,4.947,4.943,4.9446,1541.81211
2018-03-15 02:43:00,4.9446,4.9498,4.943,4.943,3017.47195612
2018-03-15 02:44:00,4.943,4.943,4.909,4.915,40643.89420966
2018-03-15 02:45:00,4.9148,4.9272,4.9,4.9,32799.11615625
2018-03-15 02:46:00,4.9001,4.91,4.8809,4.9053,16488.2750734
2018-03-15 02:47:00,4.9053,4.907,4.8825,4.891,9904.59918438
2018-03-15 02:48:00,4.891,4.8976,4.8815,4.8842,4955.37754726
2018-03-15 02:49:00,4.8938,4.9088,4.8937,4.9088,4154.75105844
2018-03-15 02:50:00,4.909,4.917,4.904,4.904,8770.62845661
2018-03-15 02:51:00,4.904,4.9177,4.8942,4.9121,6668.82659197
2018-03-15 02:52:00,4.9168,4.9178,4.9121,4.9121,3802.10307946
2018-03-15 02:53:00,4.9121,4.9121,4.8825,4.8825,11129.98696975
2018-03-15 02:54:00,4.882,4.888,4.8753,4.8753,15565.52793136
2018-03-15 02:55:00,4.8756,4.8843,4.8689,4.8689,13144.28371202
2018-03-15 02:56:00,4.8689,4.8689,4.839,4.8391,16576.16658369
2018-03-15 02:57:00,4.851,4.851,4.7922,4.8092,133833.73800637
2018-03-15 02:58:00,4.8047,4.8133,4.7484,4.7952,116331.31658785
2018-03-15 02:59:00,4.7952,4.806,4.7808,4.7847,26236.34518542
2018-03-15 03:00:00,4.7892,4.7984,4.771,4.7938,35719.10691384
2018-03-15 03:01:00,4.7897,4.8,4.7797,4.793,22517.67058998
2018-03-15 03:02:00,4.7915,4.8137,4.7902,4.8029,26004.15113913
2018-03-15 03:03:00,4.803,4.8184,4.7984,4.8059,25869.552343
2018-03-15 03:04:00,4.8059,4.8148,4.788,4.791,12739.73518237
2018-03-15 03:05:00,4.7915,4.8178,4.7914,4.809,17529.91804816
2018-03-15 03:06:00,4.8087,4.8409,4.8086,4.8409,38301.1115855
2018-03-15 03:07:00,4.841,4.857,4.8351,4.8551,18250.59146371
2018-03-15 03:08:00,4.857,4.8749,4.855,4.874,28537.65146432
2018-03-15 03:09:00,4.8749,4.9,4.8741,4.8827,16132.05546236
2018-03-15 03:10:00,4.8828,4.9179,4.8775,4.8888,29063.1461615
2018-03-15 03:11:00,4.8822,4.89,4.8801,4.887,5972.49807876
2018-03-15 03:12:00,4.8871,4.8874,4.882,4.882,2477.81362801
2018-03-15 03:13:00,4.879,4.8825,4.849,4.8617,62719.41737267
2018-03-15 03:14:00,4.8616,4.8849,4.8616,4.8742,11493.04112601
2018-03-15 03:15:00,4.8753,4.8779,4.8676,4.8695,6337.67763333
