Provided by yucezhe.com. Please contact QQ:2023046319 or contact@yucezhe.com if you have any question.
candle_begin_time,open,high,low,close,volume
2018-03-01 00:00:00,8.1754,8.1827,8.1677,8.1818,1960.57717044
2018-03-01 00:01:00,8.1816,8.191,8.1642,8.1825,971.64583864
2018-03-01 00:02:00,8.1824,8.1959,8.1673,8.1711,645.79593024
2018-03-01 00:04:00,8.1769,8.1799,8.1622,8.1623,722.76273339
2018-03-01 00:05:00,8.1623,8.1623,8.1337,8.1337,7360.06346103
2018-03-01 00:06:00,8.1337,8.1454,8.115,8.115,4827.11008209
2018-03-01 00:07:00,8.1259,8.1339,8.1181,8.1181,25.8452
2018-03-01 00:08:00,8.1279,8.1417,8.1178,8.131,2678.37624708
2018-03-01 00:09:00,8.131,8.133,8.1191,8.133,461.06877799
2018-03-01 00:10:00,8.1259,8.1419,8.1199,8.1419,1134.71952347
2018-03-01 00:11:00,8.142,8.1557,8.142,8.146,1033.86639155
2018-03-01 00:12:00,8.146,8.1561,8.1422,8.1514,506.41163528
2018-03-01 00:13:00,8.1514,8.1569,8.1391,8.1391,602.70906184
2018-03-01 00:14:00,8.1503,8.1556,8.139,8.1392,1051.20508469
2018-03-01 00:15:00,8.1392,8.1419,8.1286,8.1419,1909.16112019
2018-03-01 00:16:00,8.1419,8.1419,8.1419,8.1419,23.4952
2018-03-01 00:17:00,8.142,8.1499,8.141,8.141,1333.53989295
2018-03-01 00:18:00,8.1503,8.1646,8.1503,8.1646,360.720537
2018-03-01 00:19:00,8.16,8.164,8.1486,8.16,369.61527001
2018-03-01 00:20:00,8.1598,8.16,8.1598,8.16,1804.104
2018-03-01 00:21:00,8.16,8.1666,8.16,8.1666,2006.00120005
2018-03-01 00:22:00,8.1748,8.1907,8.1748,8.1907,486.06120902
2018-03-01 00:23:00,8.1911,8.2081,8.1911,8.2,5338.21575651
2018-03-01 00:24:00,8.207,8.207,8.207,8.207,733.0
2018-03-01 00:25:00,8.21,8.215,8.2,8.2011,1263.41777437
2018-03-01 00:26:00,8.2011,8.2189,8.197,8.1993,7797.63184014
2018-03-01 00:27:00,8.1995,8.2075,8.1861,8.1911,3244.86189343
2018-03-01 00:28:00,8.1913,8.203,8.1852,8.1911,1559.10281798
2018-03-01 00:29:00,8.187,8.2122,8.187,8.2109,2676.52986868
