Provided by yucezhe.com. Please contact QQ:2023046319 or contact@yucezhe.com if you have any question.
candle_begin_time,open,high,low,close,volume
2017-10-04 00:00:00,0.63062,0.63062,0.63062,0.63062,1292.0
2017-10-04 00:01:00,0.63051,0.6325,0.6305,0.6325,675.079952
2017-10-04 00:04:00,0.6325,0.6325,0.6325,0.6325,55.39876700000001
2017-10-04 00:05:00,0.63453,0.63453,0.6325,0.6337,9000.0
2017-10-04 00:06:00,0.63454,0.635,0.63454,0.63495,7068.409727120001
2017-10-04 00:07:00,0.63548,0.6358600000000001,0.63548,0.63583,2011.85417601
2017-10-04 00:08:00,0.63569,0.63569,0.63569,0.63569,28.670319
2017-10-04 00:14:00,0.63512,0.63512,0.63512,0.63512,1088.372268
2017-10-04 00:15:00,0.63512,0.63512,0.63512,0.63512,824.79609614
2017-10-04 00:16:00,0.6353,0.6353,0.6353,0.6353,0.462554
2017-10-04 00:17:00,0.6352,0.6352,0.63512,0.63512,10.0
2017-10-04 00:18:00,0.6352,0.6352,0.6352,0.6352,1.0
2017-10-04 00:21:00,0.6352,0.6352,0.6352,0.6352,1.0
2017-10-04 00:22:00,0.63512,0.63512,0.63512,0.63512,10.0
2017-10-04 00:23:00,0.63512,0.63512,0.63512,0.63512,774.0
2017-10-04 00:24:00,0.63512,0.63512,0.63512,0.63512,1387.40128287
2017-10-04 00:25:00,0.63512,0.63512,0.63512,0.63512,84.61
2017-10-04 00:26:00,0.63512,0.63512,0.63512,0.63512,2313.434338
2017-10-04 00:27:00,0.63512,0.63512,0.635,0.635,2337.75828299
2017-10-04 00:42:00,0.635,0.635,0.635,0.635,10.0
2017-10-04 00:43:00,0.635,0.635,0.635,0.635,400.0
2017-10-04 00:46:00,0.632,0.6321,0.6307,0.6308,8189.429276999999
2017-10-04 00:47:00,0.6307,0.6307,0.62997,0.62997,525.905121
2017-10-04 00:49:00,0.6325,0.6325,0.6233,0.6233,25500.159
2017-10-04 00:50:00,0.6259,0.62642,0.6259,0.62642,628.57195667
2017-10-04 00:51:00,0.62652,0.62652,0.62652,0.62652,8.32316496
2017-10-04 00:52:00,0.6270899999999999,0.6270899999999999,0.627,0.62708,5000.0
2017-10-04 00:55:00,0.627,0.627,0.6268,0.6268,4120.62608
2017-10-04 00:56:00,0.6277699999999999,0.62932,0.62715,0.62932,773.931
2017-10-04 00:58:00,0.6272,0.6273,0.6272,0.6273,1000.0
2017-10-04 01:02:00,0.6274,0.6274,0.6274,0.6274,123.4372765
2017-10-04 01:03:00,0.62965,0.6300399999999999,0.62842,0.6300399999999999,3508.833
2017-10-04 01:05:00,0.6302800000000001,0.6302800000000001,0.6302800000000001,0.6302800000000001,0.472186
2017-10-04 01:06:00,0.6302800000000001,0.63464,0.6302800000000001,0.63143,836.1741439199998
2017-10-04 01:07:00,0.6342899999999999,0.6342899999999999,0.6327,0.6327,2046.79681749
2017-10-04 01:08:00,0.63466,0.6351899999999999,0.6327,0.635,944.9342819799999
2017-10-04 01:09:00,0.63488,0.63488,0.6348699999999999,0.6348699999999999,800.0
2017-10-04 01:11:00,0.6321,0.6321,0.62854,0.63061,1607.2984134700002
2017-10-04 01:12:00,0.62932,0.62932,0.62932,0.62932,7.985971000000001
2017-10-04 01:13:00,0.62852,0.62852,0.62852,0.62852,410.0
2017-10-04 01:14:00,0.62861,0.62863,0.62861,0.62863,2446.85085014
2017-10-04 01:15:00,0.62861,0.63167,0.6274,0.62979,3388.86438609
2017-10-04 01:16:00,0.62752,0.62752,0.6269,0.6269,8718.216783989998
2017-10-04 01:17:00,0.6265,0.6265,0.6253,0.6253,999.9999999999999
2017-10-04 01:18:00,0.62592,0.62655,0.62592,0.62592,17.40768494
2017-10-04 01:19:00,0.6278,0.62822,0.62717,0.62822,200.0
2017-10-04 01:22:00,0.62688,0.627,0.62688,0.62688,3215.0050389999997
2017-10-04 01:23:00,0.627,0.627,0.6269,0.6269,63.031046
2017-10-04 01:25:00,0.627,0.627,0.627,0.627,156.23921274
2017-10-04 01:26:00,0.627,0.627,0.627,0.627,0.159
2017-10-04 01:27:00,0.627,0.63029,0.627,0.6301899999999999,5676.380559
2017-10-04 01:29:00,0.6302,0.6302,0.6302,0.6302,100.0
2017-10-04 01:30:00,0.63,0.6301100000000001,0.63,0.63,5589.62836157
2017-10-04 01:39:00,0.62632,0.62632,0.62632,0.62632,799.99999979
2017-10-04 01:40:00,0.6303,0.6303,0.6303,0.6303,8.70384247
2017-10-04 01:50:00,0.63081,0.63081,0.63051,0.63051,1600.0
2017-10-04 01:51:00,0.63155,0.632,0.63081,0.6308199999999999,5197.48245167
2017-10-04 01:56:00,0.632,0.632,0.628,0.6280399999999999,1069.656271
2017-10-04 02:03:00,0.63051,0.6320600000000001,0.63051,0.6320600000000001,0.159
2017-10-04 02:04:00,0.63,0.63,0.63,0.63,403.0
2017-10-04 02:06:00,0.63,0.63,0.62622,0.62643,8256.9
2017-10-04 02:09:00,0.629,0.629,0.629,0.629,7.0
2017-10-04 02:10:00,0.629,0.629,0.629,0.629,15.585231
2017-10-04 02:12:00,0.6263,0.6263,0.6263,0.6263,477.414767
2017-10-04 02:14:00,0.629,0.629,0.629,0.629,387.686
2017-10-04 02:15:00,0.6263,0.6289899999999999,0.6261,0.6261,2859.82771664
2017-10-04 02:16:00,0.62511,0.6261,0.625,0.6251,11309.18223161
2017-10-04 02:18:00,0.62761,0.6280399999999999,0.62573,0.62636,174.52300300000005
2017-10-04 02:21:00,0.6282300000000001,0.62885,0.62813,0.62813,500.0
2017-10-04 02:22:00,0.62836,0.62836,0.62836,0.62836,291.57187923
2017-10-04 02:25:00,0.62802,0.62802,0.6252800000000001,0.6252800000000001,146.90896847
2017-10-04 02:28:00,0.6253,0.62531,0.625,0.625,6525.0
2017-10-04 02:29:00,0.625,0.625,0.625,0.625,2322.8010007
2017-10-04 02:32:00,0.6249899999999999,0.6249899999999999,0.6249899999999999,0.6249899999999999,230.5
2017-10-04 02:33:00,0.6249899999999999,0.6249899999999999,0.6249899999999999,0.6249899999999999,1269.5
2017-10-04 02:35:00,0.6244,0.6244,0.6244,0.6244,675.47496102
2017-10-04 02:36:00,0.62885,0.62885,0.62885,0.62885,2800.5
2017-10-04 02:49:00,0.6288600000000001,0.6288600000000001,0.6288600000000001,0.6288600000000001,50.09009
2017-10-04 02:59:00,0.6258,0.6258,0.6258,0.6258,0.019821000000000002
2017-10-04 03:01:00,0.6258100000000001,0.6258100000000001,0.6258100000000001,0.6258100000000001,1686.049
2017-10-04 03:03:00,0.6258100000000001,0.62661,0.62503,0.62503,1692.795542
2017-10-04 03:04:00,0.62503,0.6250399999999999,0.625,0.625,1318.3576384000003
2017-10-04 03:05:00,0.625,0.625,0.625,0.625,10097.6423616
2017-10-04 03:10:00,0.625,0.625,0.6249899999999999,0.6249899999999999,2500.0
2017-10-04 03:14:00,0.6210100000000001,0.625,0.6210100000000001,0.6220100000000001,15000.0
2017-10-04 03:15:00,0.62343,0.62343,0.6210100000000001,0.6210100000000001,3226.59635054
2017-10-04 03:16:00,0.62249,0.62249,0.62249,0.62249,256.92715599999997
2017-10-04 03:17:00,0.62247,0.62247,0.62247,0.62247,123.29
2017-10-04 03:18:00,0.62246,0.6225,0.62246,0.6225,1059.041
2017-10-04 03:19:00,0.6210100000000001,0.62102,0.6210100000000001,0.62102,2000.0
2017-10-04 03:22:00,0.6225,0.6249899999999999,0.6225,0.6249899999999999,84.34
2017-10-04 03:23:00,0.6249899999999999,0.6249899999999999,0.6249899999999999,0.6249899999999999,16.01868
2017-10-04 03:26:00,0.62371,0.62371,0.62371,0.62371,2.374386
2017-10-04 03:38:00,0.622,0.623,0.622,0.623,1000.0
2017-10-04 03:39:00,0.622,0.622,0.62121,0.62121,814.940435
2017-10-04 03:40:00,0.62121,0.62121,0.621,0.621,811.551403
2017-10-04 03:44:00,0.62332,0.62332,0.62332,0.62332,0.26495543
2017-10-04 03:45:00,0.6210100000000001,0.6210100000000001,0.6210100000000001,0.6210100000000001,643.907554
2017-10-04 03:46:00,0.6210100000000001,0.6211,0.6210100000000001,0.6211,323.8
2017-10-04 03:48:00,0.6211,0.6211,0.6211,0.6211,142.373486
2017-10-04 03:53:00,0.62284,0.62284,0.62284,0.62284,0.161
2017-10-04 03:55:00,0.6210100000000001,0.6211,0.621,0.621,27276.621073000002
2017-10-04 03:56:00,0.621,0.621,0.621,0.621,9000.0
2017-10-04 03:58:00,0.621,0.621,0.621,0.621,1000.0
2017-10-04 03:59:00,0.621,0.621,0.621,0.621,1589.44454685
2017-10-04 04:00:00,0.621,0.621,0.621,0.621,465.01
2017-10-04 04:01:00,0.6210100000000001,0.6210100000000001,0.6210100000000001,0.6210100000000001,5.16203736
2017-10-04 04:03:00,0.621,0.621,0.621,0.621,869.51687257
2017-10-04 04:04:00,0.621,0.621,0.621,0.621,6000.0
2017-10-04 04:05:00,0.621,0.621,0.621,0.621,3325.9103422099997
2017-10-04 04:06:00,0.621,0.621,0.621,0.621,587.527317
2017-10-04 04:07:00,0.6210100000000001,0.6210100000000001,0.6210100000000001,0.6210100000000001,4070.0
2017-10-04 04:09:00,0.6210100000000001,0.6210100000000001,0.6210100000000001,0.6210100000000001,1434.18926067
2017-10-04 04:16:00,0.6210100000000001,0.6210100000000001,0.6210100000000001,0.6210100000000001,1500.0
2017-10-04 04:17:00,0.6229,0.62405,0.6228899999999999,0.6228899999999999,1999.9999999999998
2017-10-04 04:20:00,0.6211,0.6211,0.6210100000000001,0.6210100000000001,2455.12253514
2017-10-04 04:21:00,0.6210100000000001,0.6210100000000001,0.621,0.621,4588.443386
2017-10-04 04:23:00,0.621,0.621,0.621,0.621,1000.0
2017-10-04 04:28:00,0.6210100000000001,0.622,0.6210100000000001,0.6210100000000001,32.13666602
2017-10-04 04:29:00,0.62333,0.62333,0.62333,0.62333,0.161
2017-10-04 04:31:00,0.6231399999999999,0.62315,0.6231399999999999,0.62315,195.0
2017-10-04 04:32:00,0.6230600000000001,0.62333,0.62305,0.62305,30.0
2017-10-04 04:33:00,0.6230399999999999,0.62305,0.62303,0.62303,20.11032407
2017-10-04 04:34:00,0.62102,0.62102,0.62102,0.62102,53.570828000000006
2017-10-04 04:37:00,0.62316,0.62317,0.62311,0.62311,10.010221089999998
2017-10-04 04:39:00,0.6210100000000001,0.6210100000000001,0.6210100000000001,0.6210100000000001,3527.718
2017-10-04 04:40:00,0.62316,0.62316,0.62316,0.62316,1308.94119084
2017-10-04 04:42:00,0.6231399999999999,0.62315,0.6231399999999999,0.62315,5.010020040000001
2017-10-04 04:43:00,0.6231399999999999,0.62315,0.6231399999999999,0.62315,286.41872495999996
2017-10-04 04:45:00,0.62333,0.6241,0.62333,0.6241,358.87641526
2017-10-04 04:47:00,0.6241,0.6241,0.6241,0.6241,58.89022004
2017-10-04 04:48:00,0.6241,0.625,0.6241,0.625,95.23825650999999
