"Provided by yucezhe.com. Please contact WeChat:yucezhekefu, QQ:2023046319 or contact@yucezhe.com if you have any question."
candle_begin_time,open,high,low,close,volume
2018-03-21 00:00:00,5.92,5.9433,5.9166,5.9433,5759.64125666
2018-03-21 00:01:00,5.9434,5.963,5.9434,5.963,4391.85277715
2018-03-21 00:02:00,5.9619,5.9868,5.961,5.983,27624.62353509
2018-03-21 00:03:00,5.974,5.99,5.974,5.99,5671.48236474
2018-03-21 00:04:00,5.99,5.9901,5.9695,5.9695,5278.97780972
2018-03-21 00:05:00,5.9789,5.9789,5.9583,5.9583,220.04226105
2018-03-21 00:06:00,5.9591,5.9596,5.9391,5.9431,9834.17724236
2018-03-21 00:07:00,5.9431,5.957,5.9411,5.957,5488.99031215
2018-03-21 00:08:00,5.9558,5.9583,5.9549,5.955,313.67759207
2018-03-21 00:09:00,5.96,5.9637,5.9491,5.9491,5591.705334
2018-03-21 00:10:00,5.949,5.95,5.949,5.9496,958.48350102
2018-03-21 00:11:00,5.9497,5.9591,5.9432,5.9432,2787.25011011
2018-03-21 00:12:00,5.959,5.9604,5.9563,5.9563,1871.88311007
2018-03-21 00:13:00,5.957,5.9574,5.9563,5.9574,217.17325915
2018-03-21 00:14:00,5.9558,5.9558,5.9558,5.9558,403.4142
2018-03-21 00:16:00,5.951,5.9558,5.9459,5.9463,1421.36263533
2018-03-21 00:17:00,5.9457,5.946,5.929,5.9409,6410.37211462
2018-03-21 00:18:00,5.9311,5.9311,5.9141,5.9248,2706.48754882
2018-03-21 00:19:00,5.9151,5.9226,5.9038,5.9177,3422.14974139
2018-03-21 00:20:00,5.915,5.9151,5.9037,5.9045,1103.11573625
2018-03-21 00:21:00,5.9031,5.9031,5.8896,5.892,1037.74179193
2018-03-21 00:22:00,5.889,5.8906,5.8704,5.8906,11297.70757212
2018-03-21 00:23:00,5.891,5.8944,5.872,5.8898,10550.53077373
2018-03-21 00:24:00,5.8851,5.8851,5.875,5.8828,2542.32253472
2018-03-21 00:25:00,5.8791,5.8828,5.8613,5.8613,3955.54635989
2018-03-21 00:26:00,5.86,5.882,5.8557,5.8641,14871.05596723
2018-03-21 00:27:00,5.8691,5.8859,5.868,5.8832,6173.25583384
2018-03-21 00:28:00,5.8886,5.8899,5.8866,5.8866,2468.35434947
2018-03-21 00:29:00,5.8899,5.8959,5.8899,5.8959,1673.91405756
2018-03-21 00:30:00,5.896,5.9077,5.896,5.9077,9895.98377692
2018-03-21 00:31:00,5.9078,5.9202,5.9078,5.9096,2658.45114133
2018-03-21 00:32:00,5.9188,5.9271,5.9162,5.9269,803.46213176
2018-03-21 00:33:00,5.9268,5.94,5.9268,5.94,7476.072442
2018-03-21 00:34:00,5.94,5.942,5.9298,5.9334,2444.82132559
2018-03-21 00:35:00,5.9399,5.945,5.9399,5.945,220.81940569
2018-03-21 00:36:00,5.9449,5.9648,5.9431,5.96,8288.38089237
